street_name,council_name,green_frequency,green_next,landfill_frequency,landfill_next,recycle_frequency,recycle_next
Austin Street,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Darling Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Donald Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Breadalbane Street,Newcomb,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Pathara Court,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Mercury Crescent,Newcomb,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Alchera Court,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Patonga Court,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Linton Lane,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Sandy Way,Curlewis,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Forrest Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Balliang Street,South Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Swanbourne Avenue,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Carinya Avenue,Newcomb,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Riversdale Road,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Burberry Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Verner Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Daphne Court,Newcomb,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Mars Court,Newcomb,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Province Boulevard,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Rosetta Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
La Trobe Boulevarde,South Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
La Trobe Boulevarde,Newtown,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Alfred Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Cemetery Road,Drysdale,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Ormond Road,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Victory Place,South Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Nedlands Drive,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Sally Court,Newcomb,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Fairwind Street,Curlewis,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Macaulay Lane,South Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Grantham Drive,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Powell Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Strong Street,South Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Westbury Terrace,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Banksia Court,Newcomb,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Sloanne Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Leawarra Way,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Anne Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Findon Street,South Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Spurling Close,South Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
The Ridge,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Dawson Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Ningana Court,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Turner Place,South Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Carina Way,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Forerunner Way,Curlewis,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Grey Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Harvey Road,St Leonards,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Loch St St Albans Road,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Culzean Crescent,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Cheltenham Road,Newcomb,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Azalea Court,Newcomb,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Carmans Lane,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Anembo Court,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Woodstock Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Bunganowee Drive,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Brayshay Road,Newcomb,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Anderson Anderson,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Anderson Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Kawana Court,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Bloomsbury Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Bundarra Street,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Fernleigh Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Boswell Avenue,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Andrew Street,Newcomb,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Rathmine Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Miller Street,Newcomb,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Pakington St  Rutland St,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Manche Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Bowline Place,Curlewis,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Richmond Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Barkly Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Charles Street,Newcomb,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Cholet Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Brendan Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Rutland Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Bevington Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Tully Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Bahloo Avenue,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Bain Court,Newcomb,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Rivington Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Swanston St,South Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Swanston Street,South Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Verner Street,South Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Verner Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Hatswells Lane,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Yarramundi Drive,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Clemont Street,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Anderson Place,South Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Kewarra Drive,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Loch Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Rutland Street/ 22 Rutland Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Foster Street,South Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Newcastle Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Karrakatta Grove,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Boyne Avenue,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Flexner Lane,South Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Westbourne Place,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Kiama Way,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Pinnaroo Avenue,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Rear Pinnaroo Ave Shops,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Gregory Avenue,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Gully Road,Ceres,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Gully Road Access,Ceres,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Sailfish Crescent,Curlewis,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Tawarri Avenue,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Seashell Place,Curlewis,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Carapooka Avenue,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Scenic Road,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Scenic Road Service Road,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Hopkins Street,South Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Lambert Avenue,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Mosman Way,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Bridge Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Fleming Way,South Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Richmond Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Regal Street,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Baybreeze Close,Newcomb,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Bayfeild Court,Newcomb,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Boondi Court,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Moorabool Street,South Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Pakington Price St,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Whitcombes Road,Drysdale,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Balcombe Road,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Richmond Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Barringup Avenue,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Mirrabooka Drive,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Lauriston Lane,Drysdale,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Price Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Teasdale Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Dairy Lane,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Hampton Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Barongarook Drive,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Kinta Court,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Park Crescent,South Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Sonya Place,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Hillford Street,Newcomb,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Grenville Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Binda Court,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Caudry Street,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Boodera Court,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Saltpan Place,Newcomb,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Bampi Street,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Bendle Court,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Bendle Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Denham Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Challambra Cr Reigate Rd,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Braemar Court,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Boolarra Avenue,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Bullimah Avenue,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Maraboora Avenue,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Marshall Place,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Campbell Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Geelong-Portarlington Road Service Road,Newcomb,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Walkers Parking Lot/Nth Of Price St,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Ivy Street,Newcomb,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Kadumba Avenue,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Karrin Court,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Hamblings Lane,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Kilgour Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Bartlett Terrace,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Bonavista Way,Curlewis,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Lt Richmond Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Holyrood Avenue,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Sandringham Parade,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Vilaine Street,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Shoreline Drive,Curlewis,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Challambra Crescent,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Dorcas Street,Newcomb,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Richmond Crescent,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Mcintyre Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Turana Avenue,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Paterson Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Ridgeway Lane,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Marshall St Wescott St,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Westcott Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Highpoint Crescent,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Valencay Avenue,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Boonderabbi Drive,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Bellerine Street,South Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Glamis Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Brown Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Marshall Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Marshall Westcott Place,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Westcott Place,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Bukatilla Avenue,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Sturns Lane,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Garden Kilgour,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Carr Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Lonsdale Street,South Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Dew Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Amelia Street,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Humble Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Mckillop Humble St,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Lonsdale Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Goondiwindi Avenue,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Kalang Court,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
O'Brien Street,Newcomb,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Dumburra Avenue,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Hope Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
West Fyans Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Walter Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Drysdale Avenue,Newcomb,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Kenny Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Clearview Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Richmond Court,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Holyrood St Buckingham St,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Mckillop Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Amaroo Court,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Waldron Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Ibbotson Street,St Leonards,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Buckingham Road,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Bambra Street,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Landes Avenue,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Kanyanya Avenue,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Carawatha Avenue,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Carawatha,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Percy Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
High Rise Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Highrise Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Beach Vista Drive,Curlewis,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Myrtle Avenue,Newcomb,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Morena Street,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Yarra Street,South Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Lindon Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Thear Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
The Crest,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Gurr Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Sharp St  Westcott St,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Lord Place,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Pincott Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Beach Vista Drive,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Flanders Lane,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Sharp Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Cabana Court,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Daglish Avenue,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Kalimna Court,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Brownbill Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Mundy Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Stringers Lane,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Wynfield Drive,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Hays Road,Moolap,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Frank Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Gairloch Grove,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Dodds Way,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Tatts Lane,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
St Matthews Lane,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Mckillop Meakin St,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Meakin Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Bay Shore Avenue,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Stinton Ave/ Rear 26 Frank St,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Chalon Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Elanora Way,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Fowlers Lane,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Lt Kilgour Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Lucan Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Neiley Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Rouen Street,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Stanley Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Grassy Point Road,St Leonards,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Urana Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Floreat Avenue,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Bowen Way,South Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Denman Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
School Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Pakington  St  Mervyn St,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Normanby Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Korong Court,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Belfast Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Daisy St/Rear 398 Shannon Ave,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Meadow Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Russell Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Kilgour St,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
